1,20266.6212207482
2,20268.563968744
3,20292.8071014394
4,20346.9371502443
5,20438.0816365555
6,20571.4072979966
7,20748.3735877773
8,20965.2088482113
9,21212.2031624038
10,21474.3645773765
11,21733.5743418143
12,21971.855634162
13,22174.8521877813
14,22334.5212520252
15,22450.2990791102
16,22528.5715582981
17,22580.7847654795
18,22620.8784445008
19,22662.7123875889
20,22718.0031650157
21,22795.0014820651
22,22897.9561989097
23,23027.2609577654
24,23180.1628242198
25,23351.850608846
26,23536.7229489623
27,23729.5823242459
28,23926.4992984353
29,24125.1485620442
30,24324.5651140975
31,24524.4467911382
32,24724.2875858663
33,24922.657238879
34,25116.9083887516
35,25303.4086975673
36,25478.2128509188
37,25637.9122556051
38,25780.3348991727
39,25904.8756472137
40,26012.3613876808
41,26104.608049525
42,26183.9534561479
43,26253.054049886
44,26315.0590116627
45,26374.0569685307
46,26435.4308509437
47,26505.738398266
48,26591.8456305129
49,26699.3916699791
50,26830.9468108318
51,26984.4754532007
52,27152.6799990286
53,27323.5918339772
54,27482.4448712509
55,27614.481347833
56,27708.111992954
57,27757.6777931875
58,27765.1579076118
59,27740.3207756419
60,27699.1788206965
61,27660.997086664
62,27644.5109360363
63,27664.2260111192
64,27727.7455624773
65,27834.7514692828
66,27977.8363660098
67,28144.8145564465
68,28321.73027686
69,28495.6326264406
70,28656.3942519188
71,28797.2597596931
72,28914.3084160982
73,29005.4266839898
74,29069.458042768
75,29106.0427368682
76,29116.2539130862
77,29103.7316869564
78,29075.6895199678
79,29043.176592035
80,29020.1567997994
81,29021.4050916206
82,29059.6616994173
83,29142.7993460205
84,29271.8531559137
85,29440.5672225895
86,29636.6796241777
87,29844.6800622098
88,30049.2913079018
89,30238.7433611141
90,30406.9756371419
91,30554.2968156729
92,30686.4852395379
93,30812.7772875306
94,30943.3976560887
95,31087.2583047693
96,31250.2318573114
97,31434.1342131504
98,31636.3245832466
99,31849.7644640188
100,32063.4127839236
101,32262.9861917055
102,32432.1809169118
103,32554.50671994
104,32615.7206594628
105,32606.6367379443
106,32525.7522476276
107,32380.9733266165
108,32189.733795285
109,31977.121440589
110,31772.1825253852
111,31603.1533979141
112,31492.7655257889
113,31454.7751602306
114,31492.5005346375
115,31599.5105049294
116,31762.0377208958
117,31962.3064179021
118,32181.9132712313
119,32404.6632875367
120,32618.5215101781
121,32816.65542058
122,32997.5919711005
123,33164.5834537767
124,33324.2261752254
125,33484.5064257855
126,33652.5566463818
127,33832.589393189
128,34024.5084835443
129,34223.5635732559
130,34421.1933998498
131,34606.8776214532
132,34770.5392405836
133,34904.9580763527
134,35007.6242424221
135,35081.6140178973
136,35135.2763233188
137,35180.7968302641
138,35231.9215374311
139,35301.347755615
140,35398.3675228717
141,35527.3075386296
142,35687.070870138
143,35871.8686581938
144,36072.8537659232
145,36280.2466483165
146,36485.3955273453
147,36682.3832621161
148,36868.8535394299
149,37046.0024990941
150,37217.8077055914
151,37389.7401529252
152,37567.2884084494
153,37754.6635284567
154,37953.9707565458
155,38165.0155764453
156,38385.7048791154
157,38612.7995783501
158,38842.7405227656
159,39072.3003709416
160,39298.9865647178
161,39521.2717335398
162,39738.8185542575
163,39952.7927336112
164,40166.1949929309
165,40383.9507649818
166,40612.4435007896
167,40858.3492162615
168,41126.8815263092
169,41419.9302139356
170,41734.6915431155
171,42063.357297855
172,42394.1100169539
173,42713.226875124
174,43007.850512586
175,43268.7468012327
176,43492.5206426192
177,43682.8451791747
178,43850.5324701667
179,44012.3731642952
180,44188.8814507643
181,44401.2598804943
182,44668.0531060633
183,45002.1901394331
184,45409.0087586478
185,45885.7255756485
186,46422.4219942949
187,47004.2621107065
188,47614.3323166019
189,48236.4888530016
190,48857.6099414724
191,49468.9253231616
192,50066.3079237458
193,50649.6101678723
194,51221.3110517804
195,51784.8436646225
196,52343.0582113115
197,52897.214513466
198,53446.7831372912
199,53990.0568735821
200,54525.2468953605
201,55051.5609114947
202,55569.7842760315
203,56082.0783156637
204,56591.0655512501
205,57098.5623003611
206,57604.4261455174
207,58105.9003717857
208,58597.6732995368
209,59072.6584281709
210,59523.4417355571
211,59944.1961707084
212,60332.7983996708
213,60692.7117622351
214,61034.0443385058
215,61373.3248094337
216,61731.6649003579
217,62131.6151107717
218,62593.2944366875
219,63130.748026447
220,63749.4509097375
221,64445.4998930522
222,65206.8068230975
223,66015.8312459369
224,66853.4183785539
225,67702.7947963426
226,68552.8246740944
227,69399.896107202
228,70247.8532091667
229,71106.2149158476
230,71987.3083743377
231,72903.3020072959
232,73864.1702016225
233,74876.9759688184
234,75946.3386708115
235,77075.1269546769
236,78264.5287241761
237,79513.0394011964
238,80814.8488230995
239,82158.716496329
240,83528.5100794859
241,84905.9730814998
242,86274.9572317593
243,87625.6398280092
244,88956.9473007757
245,90276.1835940748
246,91596.1379915615
247,92930.9445981051
248,94292.4364258092
249,95688.1476350284
250,97121.3281718167
251,98592.3354077548
252,100100.436836054
253,101644.99088098
254,103225.678677766
255,104841.752806053
256,106490.743749651
257,108167.318273117
258,109862.676859588
259,111564.915167541
260,113260.241038299
261,114934.87458945
262,116577.266965309
263,118180.648148591
264,119745.719391868
265,121283.452876775
266,122817.530956495
267,124385.22667496
268,126035.481022707
269,127823.112668113
270,129799.222000142
271,131999.626282829
272,134434.061705262
273,137079.620368007
274,139880.739177329
275,142756.47439382
276,145613.916655102
277,148364.770331654
278,150941.711861807
279,153311.106973802
280,155479.844317074
281,157494.985468342
282,159436.570887502
283,161404.704772607
284,163503.233225275
285,165822.712872004
286,168425.51808198
287,171336.107334998
288,174538.376777313
289,177980.900545882
290,181588.981219537
291,185280.557420148
292,188982.187843509
293,192641.464615593
294,196233.515624899
295,199761.16602643
296,203250.113211904
297,206740.861347952
298,210279.830605931
299,213910.6259251
300,217666.895794555
301,221567.437517771
302,225614.397238945
303,229794.965520181
304,234085.920777869
305,238459.549572595
306,242888.386405857
307,247346.804590492
308,251808.244530914
309,256239.360255658
310,260593.500663399
311,264806.948542633
312,268800.538464686
313,272487.737911395
314,275788.305119045
315,278645.416009272
316,281042.563174097
317,283016.881507715
318,284664.8980212
319,286138.063840482
320,287626.782605187
321,289334.398271381
322,291445.396455101
323,294093.910324629
324,297338.441242438
325,301147.32590957
326,305396.218982472
327,309877.013276577
328,314316.062610971
329,318399.782386156
330,321805.774848045
331,324237.123401907
332,325455.743413525
333,325309.381988957
334,323746.704525664
335,320817.000171994
336,316654.578056537
337,311451.741020282
338,305426.592106128
339,298791.233739995
340,291725.243352937
341,284355.989069347
342,276747.262541429
343,268896.963655019
344,260745.662735673
345,252196.552481234
346,243145.704406393
347,233517.854924615
348,223300.089139656
349,212564.34570189
350,201471.502189606
351,190254.773830807
352,179186.275166919
353,168536.328352332
354,158536.366929284
355,149354.269384073
356,141085.369657054
357,133757.410108432
358,127344.288954873
359,121783.107492132
