a,0.6165700316143814
b,0.1593774398750784
c,0.3659716622508928
d,0.25876861771343973
e,0.6717352071573935
f,0.09276965019391008
g,0.1837772572710944
h,0.24293582835225502
i,0.6171588014693647
j,0.013110795393942496
k,0.06465802284256379
l,0.44794293198854884
m,0.2666060831018785
n,0.5142862018797971
o,0.524350753241434
p,0.28728129119789064
q,0.015461608365651679
r,0.5481020705073234
s,0.43990494353355775
t,0.5112655565368387
u,0.3211312914112131
v,0.08254297379974146
w,0.05614645863465124
x,0.02931903219888475
y,0.20637236706813944
z,0.03418278317483478
